,text,book,line,meter,first_hemistich,second_hemistich
2529,iliad,5,37,SSDDDA,τρῶας δ ἔκλιναν ,δαναοί ἕλε δ ἄνδρα ἕκαστος
2530,iliad,5,38,DSDSDA,ἡγεμόνων πρῶτος ,δὲ ἄναξ ἀνδρῶν ἀγαμέμνων
2531,iliad,5,39,DSDDDA,ἀρχὸν ἁλιζώνων ,ὀδίον μέγαν ἔκβαλε δίφρου
2532,iliad,5,40,SSDDDA,πρώτῳ γὰρ στρεφθέντι ,μεταφρένῳ ἐν δόρυ πῆξεν
2533,iliad,5,41,SSDSDA,ὤμων μεσσηγύς ,διὰ δὲ στήθεσφιν ἔλασσε
2534,iliad,5,42,SDDDDA,δούπησεν δὲ πεσών ,ἀράβησε δὲ τεύχε ἐπ αὐτῷ
2535,iliad,5,43,DDDDDA,ἰδομενεὺς δ ἄρα φαῖστον ,ἐνήρατο μῄονος υἱὸν
2536,iliad,5,44,DSDDSA,βώρου ὃς ἐκ τάρνης ,ἐριβώλακος εἰληλούθει
2537,iliad,5,45,DDSDDA,τὸν μὲν ἄρ ἰδομενεὺς ,δουρικλυτὸς ἔγχεϊ μακρῷ
2538,iliad,5,46,SDDDDA,νύξ ἵππων ἐπιβησόμενον ,κατὰ δεξιὸν ὦμον
2539,iliad,5,47,DDDDDA,ἤριπε δ ἐξ ὀχέων ,στυγερὸς δ ἄρα μιν σκότος εἷλε
2540,iliad,5,48,DDDSDA,τὸν μὲν ἄρ ἰδομενῆος ,ἐσύλευον θεράποντες
2541,iliad,5,49,NNNNNN,,
2542,iliad,5,50,DDDDDA,ἀτρεΐδης μενέλαος ,ἕλ ἔγχεϊ ὀξυόεντι
2543,iliad,5,51,SSDDDA,ἐσθλὸν θηρητῆρα ,δίδαξε γὰρ ἄρτεμις αὐτὴ
2544,iliad,5,52,SDDDDA,βάλλειν ἄγρια πάντα ,τά τε τρέφει οὔρεσιν ὕλη
2545,iliad,5,53,SDSDDA,ἀλλ οὔ οἱ τότε γε ,χραῖσμ ἄρτεμις ἰοχέαιρα
2546,iliad,5,54,DDSSDA,οὐδὲ ἑκηβολίαι ,ᾗσιν τὸ πρίν γε κέκαστο
2547,iliad,5,55,DDSSDA,ἀλλά μιν ἀτρεΐδης ,δουρικλειτὸς μενέλαος
2548,iliad,5,56,DSDDDA,πρόσθεν ἕθεν φεύγοντα ,μετάφρενον οὔτασε δουρὶ
2549,iliad,5,57,SSDSDA,ὤμων μεσσηγύς ,διὰ δὲ στήθεσφιν ἔλασσεν
2550,iliad,5,58,DSDDDA,ἤριπε δὲ πρηνής ,ἀράβησε δὲ τεύχε ἐπ αὐτῷ
2551,iliad,5,59,DDDDDA,μηριόνης δὲ φέρεκλον ,ἐνήρατο τέκτονος υἱὸν
2552,iliad,5,60,DSDDDA,ἁρμονίδεω ὃς χερσὶν ,ἐπίστατο δαίδαλα πάντα
2553,iliad,5,61,SDDDDA,τεύχειν ἔξοχα γάρ ,μιν ἐφίλατο παλλὰς ἀθήνη
2554,iliad,5,62,DSSDDA,ὃς καὶ ἀλεξάνδρῳ ,τεκτήνατο νῆας ἐΐσας
2555,iliad,5,63,DSDSDA,ἀρχεκάκους αἳ πᾶσι ,κακὸν τρώεσσι γένοντο
2556,iliad,5,64,SDDSDA,οἷ τ αὐτῷ ἐπεὶ οὔ ,τι θεῶν ἐκ θέσφατα ᾔδη
2557,iliad,5,65,SDDDDA,τὸν μὲν μηριόνης ,ὅτε δὴ κατέμαρπτε διώκων
2558,iliad,5,66,SSDDDA,βεβλήκει γλουτὸν ,κατὰ δεξιόν ἣ δὲ διαπρὸ
2559,iliad,5,67,SDDDDA,ἀντικρὺ κατὰ κύστιν ,ὑπ ὀστέον ἤλυθ ἀκωκή
2560,iliad,5,68,DSDDDA,γνὺξ δ ἔριπ οἰμώξας ,θάνατος δέ μιν ἀμφεκάλυψε
2561,iliad,5,69,SDDSDA,πήδαιον δ ἄρ ἔπεφνε ,μέγης ἀντήνορος υἱὸν
2562,iliad,5,70,DDDDDA,ὅς ῥα νόθος μὲν ἔην ,πύκα δ ἔτρεφε δῖα θεανὼ
2563,iliad,5,71,DDDDDA,ἶσα φίλοισι τέκεσσι ,χαριζομένη πόσεϊ ᾧ
2564,iliad,5,72,SDSDDA,τὸν μὲν φυλεΐδης ,δουρὶ κλυτὸς ἐγγύθεν ἐλθὼν
2565,iliad,5,73,SDDDDA,βεβλήκει κεφαλῆς ,κατὰ ἰνίον ὀξέϊ δουρί
2566,iliad,5,74,SDDSDA,ἀντικρὺ δ ἀν ὀδόντας ,ὑπὸ γλῶσσαν τάμε χαλκός
2567,iliad,5,75,DDSDDA,ἤριπε δ ἐν κονίῃ ,ψυχρὸν δ ἕλε χαλκὸν ὀδοῦσιν
2568,iliad,5,76,DSDSDA,εὐρύπυλος δ εὐαιμονίδης ,ὑψήνορα δῖον
2569,iliad,5,77,NNNNNN,,
2570,iliad,5,78,SDDSDA,ἀρητὴρ ἐτέτυκτο ,θεὸς δ ὣς τίετο δήμῳ
2571,iliad,5,79,DDSDDA,τὸν μὲν ἄρ εὐρύπυλος ,εὐαίμονος ἀγλαὸς υἱός
2572,iliad,5,80,DSDDDA,πρόσθεν ἕθεν φεύγοντα ,μεταδρομάδην ἔλασ ὦμον
2573,iliad,5,81,DSDDDA,φασγάνῳ ἀΐξας ,ἀπὸ δ ἔξεσε χεῖρα βαρεῖαν
2574,iliad,5,82,DDDDDA,αἱματόεσσα δὲ χεὶρ ,πεδίῳ πέσε τὸν δὲ κατ ὄσσε
2575,iliad,5,83,DDDSDA,ἔλλαβε πορφύρεος ,θάνατος καὶ μοῖρα κραταιή
2576,iliad,5,84,SDDDSA,ὣς οἳ μὲν πονέοντο ,κατὰ κρατερὴν ὑσμίνην
2577,iliad,5,85,DSSDDA,τυδεΐδην δ οὐκ ἂν ,γνοίης ποτέροισι μετείη
2578,iliad,5,86,DSDDDA,ἠὲ μετὰ τρώεσσιν ,ὁμιλέοι ἦ μετ ἀχαιοῖς
2579,iliad,5,87,DDDSDA,θῦνε γὰρ ἂμ πεδίον ,ποταμῷ πλήθοντι ἐοικὼς
2580,iliad,5,88,SSDDDA,χειμάρρῳ ὅς τ ὦκα ,ῥέων ἐκέδασσε γεφύρας
2581,iliad,5,89,SDDDDA,τὸν δ οὔτ ἄρ τε γέφυραι ,ἐεργμέναι ἰσχανόωσιν
2582,iliad,5,90,DDDSDA,οὔτ ἄρα ἕρκεα ἴσχει ,ἀλωάων ἐριθηλέων
2583,iliad,5,91,SDDSDA,ἐλθόντ ἐξαπίνης ,ὅτ ἐπιβρίσῃ διὸς ὄμβρος
2584,iliad,5,92,DSDDSA,πολλὰ δ ὑπ αὐτοῦ ἔργα ,κατήριπε κάλ αἰζηῶν
2585,iliad,5,93,DDDDDA,ὣς ὑπὸ τυδεΐδῃ ,πυκιναὶ κλονέοντο φάλαγγες
2586,iliad,5,94,SDSDDA,τρώων οὐδ ἄρα μιν ,μίμνον πολέες περ ἐόντες
2587,iliad,5,95,SDDDDA,τὸν δ ὡς οὖν ἐνόησε ,λυκάονος ἀγλαὸς υἱὸς
2588,iliad,5,96,SDDDDA,θύνοντ ἂμ πεδίον ,πρὸ ἕθεν κλονέοντα φάλαγγας
2589,iliad,5,97,DDDDDA,αἶψ ἐπὶ τυδεΐδῃ ,ἐτιταίνετο καμπύλα τόξα
2590,iliad,5,98,DSDDDA,καὶ βάλ ἐπαΐσσοντα ,τυχὼν κατὰ δεξιὸν ὦμον
2591,iliad,5,99,SDDDDA,θώρηκος γύαλον ,διὰ δ ἔπτατο πικρὸς ὀϊστός
2592,iliad,5,100,SDDDDA,ἀντικρὺ δὲ διέσχε ,παλάσσετο δ αἵματι θώρηξ
2593,iliad,5,101,DDDDDA,τῷ δ ἐπὶ μακρὸν ἄϋσε ,λυκάονος ἀγλαὸς υἱός
2594,iliad,5,102,SSDSDA,‘ὄρνυσθε τρῶες ,μεγάθυμοι κέντορες ἵππων
2595,iliad,5,103,SDDSDA,βέβληται γὰρ ἄριστος ,ἀχαιῶν οὐδέ ἕ φημι
2596,iliad,5,104,SSDDDA,δήθ ἀνσχήσεσθαι ,κρατερὸν βέλος εἰ ἐτεόν με
2597,iliad,5,105,DDDDDA,ὦρσεν ἄναξ διὸς υἱὸς ,ἀπορνύμενον λυκίηθεν
2598,iliad,5,106,DDSDDA,ὣς ἔφατ εὐχόμενος ,τὸν δ οὐ βέλος ὠκὺ δάμασσεν
2599,iliad,5,107,DSSSDA,ἀλλ ἀναχωρήσας ,πρόσθ ἵπποιιν καὶ ὄχεσφιν
2600,iliad,5,108,SDDDDA,ἔστη καὶ σθένελον ,προσέφη καπανήϊον υἱόν
2601,iliad,5,109,DDDDDA,‘ὄρσο πέπον καπανηϊάδη ,καταβήσεο δίφρου
2602,iliad,5,110,DSDSDA,ὄφρά μοι ἐξ ὤμοιο ,ἐρύσσῃς πικρὸν ὀϊστόν
2603,iliad,5,111,DDDSDA,ὣς ἄρ ἔφη σθένελος ,δὲ καθ ἵππων ἆλτο χαμᾶζε
2604,iliad,5,112,SDDDDA,πὰρ δὲ στὰς βέλος ὠκὺ ,διαμπερὲς ἐξέρυσ ὤμου
2605,iliad,5,113,DSDSDA,αἷμα δ ἀνηκόντιζε ,διὰ στρεπτοῖο χιτῶνος
2606,iliad,5,114,DSDDDA,δὴ τότ ἔπειτ ἠρᾶτο ,βοὴν ἀγαθὸς διομήδης
2607,iliad,5,115,DDDDSA,‘κλῦθί μευ αἰγιόχοιο ,διὸς τέκος ἀτρυτώνη
2608,iliad,5,116,DSDDDA,εἴ ποτέ μοι καὶ πατρὶ ,φίλα φρονέουσα παρέστης
2609,iliad,5,117,DDSDDA,δηΐῳ ἐν πολέμῳ ,νῦν αὖτ ἐμὲ φῖλαι ἀθήνη
2610,iliad,5,118,DDDSDA,δὸς δέ τέ μ ἄνδρα ἑλεῖν ,καὶ ἐς ὁρμὴν ἔγχεος ἐλθεῖν
2611,iliad,5,119,DDDDDA,ὅς μ ἔβαλε φθάμενος ,καὶ ἐπεύχεται οὐδέ μέ φησι
2612,iliad,5,120,DSSDDA,δηρὸν ἔτ ὄψεσθαι ,λαμπρὸν φάος ἠελίοιο
2613,iliad,5,121,DDSDDA,ὣς ἔφατ εὐχόμενος ,τοῦ δ ἔκλυε παλλὰς ἀθήνη
2614,iliad,5,122,DDDSDA,γυῖα δ ἔθηκεν ἐλαφρά ,πόδας καὶ χεῖρας ὕπερθεν
2615,iliad,5,123,SDDDDA,ἀγχοῦ δ ἱσταμένη ,ἔπεα πτερόεντα προσηύδα
2616,iliad,5,124,SDDSDA,‘θαρσῶν νῦν διόμηδες ,ἐπὶ τρώεσσι μάχεσθαι
2617,iliad,5,125,SSDSDA,ἐν γάρ τοι στήθεσσι ,μένος πατρώϊον ἧκα
2618,iliad,5,126,DDDDDA,ἄτρομον οἷον ἔχεσκε ,σακέσπαλος ἱππότα τυδεύς
2619,iliad,5,127,SDSDDA,ἀχλὺν δ αὖ τοι ἀπ ὀφθαλμῶν ,ἕλον ἣ πρὶν ἐπῆεν
2620,iliad,5,128,SSSDDA,ὄφρ εὖ γιγνώσκῃς ,ἠμὲν θεὸν ἠδὲ καὶ ἄνδρα
2621,iliad,5,129,SDSDDA,τὼ νῦν αἴ κε θεὸς ,πειρώμενος ἐνθάδ ἵκηται
2622,iliad,5,130,DDDSDA,μή τι σύ γ ἀθανάτοισι ,θεοῖς ἀντικρὺ μάχεσθαι
2623,iliad,5,131,SDDDDA,τοῖς ἄλλοις ἀτὰρ εἴ ,κε διὸς θυγάτηρ ἀφροδίτη
2624,iliad,5,132,SDSDDA,ἔλθῃσ ἐς πόλεμον ,τήν γ οὐτάμεν ὀξέϊ χαλκῷ
2625,iliad,5,133,DSDSDA,ἣ μὲν ἄρ ὣς εἰποῦσ ,ἀπέβη γλαυκῶπις ἀθήνη
2626,iliad,5,134,DSDDDA,τυδεΐδης δ ἐξαῦτις ,ἰὼν προμάχοισιν ἐμίχθη
2627,iliad,5,135,SSDSDA,καὶ πρίν περ θυμῷ ,μεμαὼς τρώεσσι μάχεσθαι
2628,iliad,5,136,DSDDDA,δὴ τότε μιν τρὶς τόσσον ,ἕλεν μένος ὥς τε λέοντα
2629,iliad,5,137,DSDDDA,ὅν ῥά τε ποιμὴν ἀγρῷ ,ἐπ εἰροπόκοις ὀΐεσσι
2630,iliad,5,138,SSDDDA,χραύσῃ μέν τ αὐλῆς ,ὑπεράλμενον οὐδὲ δαμάσσῃ
2631,iliad,5,139,SDDDDA,τοῦ μέν τε σθένος ὦρσεν ,ἔπειτα δέ τ οὐ προσαμύνει
2632,iliad,5,140,DSDDDA,ἀλλὰ κατὰ σταθμοὺς ,δύεται τὰ δ ἐρῆμα φοβεῖται
2633,iliad,5,141,SSDSDA,αἳ μέν τ ἀγχιστῖναι ,ἐπ ἀλλήλῃσι κέχυνται
2634,iliad,5,142,DDDSDA,αὐτὰρ ὃ ἐμμεμαὼς ,βαθέης ἐξάλλεται αὐλῆς
2635,iliad,5,143,DSDDDA,ὣς μεμαὼς τρώεσσι ,μίγη κρατερὸς διομήδης
2636,iliad,5,144,DDDDDA,ἔνθ ἕλεν ἀστύνοον ,καὶ ὑπείρονα ποιμένα λαῶν
2637,iliad,5,145,DSDSDA,τὸν μὲν ὑπὲρ μαζοῖο ,βαλὼν χαλκήρεϊ δουρί
2638,iliad,5,146,DDDSDA,τὸν δ ἕτερον ξίφεϊ ,μεγάλῳ κληῗδα παρ ὦμον
2639,iliad,5,147,DDDDDA,πλῆξ ἀπὸ δ αὐχένος ὦμον ,ἐέργαθεν ἠδ ἀπὸ νώτου
2640,iliad,5,148,DDDDDA,τοὺς μὲν ἔασ ὃ δ ἄβαντα ,μετῴχετο καὶ πολύειδον
2641,iliad,5,149,DDDDDA,υἱέας εὐρυδάμαντος ,ὀνειροπόλοιο γέροντος
2642,iliad,5,150,SDDSDA,τοῖς οὐκ ἐρχομένοις ,ὃ γέρων ἐκρίνατ ὀνείρους
2643,iliad,5,151,SDDSDA,ἀλλά σφεας κρατερὸς ,διομήδης ἐξενάριξε
2644,iliad,5,152,DSDDDA,βῆ δὲ μετὰ ξάνθόν ,τε θόωνά τε φαίνοπος υἷε
2645,iliad,5,153,SDDDDA,ἄμφω τηλυγέτω ,ὃ δὲ τείρετο γήραϊ λυγρῷ
2646,iliad,5,154,SDDDDA,υἱὸν δ οὐ τέκετ ἄλλον ,ἐπὶ κτεάτεσσι λιπέσθαι
2647,iliad,5,155,DDDSDA,ἔνθ ὅ γε τοὺς ἐνάριζε ,φίλον δ ἐξαίνυτο θυμὸν
2648,iliad,5,156,DDDSDA,ἀμφοτέρω πατέρι ,δὲ γόον καὶ κήδεα λυγρὰ
2649,iliad,5,157,DSDSSA,λεῖπ ἐπεὶ οὐ ζώοντε ,μάχης ἐκνοστήσαντε
2650,iliad,5,158,DSDSDA,δέξατο χηρωσταὶ ,δὲ διὰ κτῆσιν δατέοντο
2651,iliad,5,159,SDDDDA,ἔνθ υἷας πριάμοιο ,δύω λάβε δαρδανίδαο
2652,iliad,5,160,DDDDDA,εἰν ἑνὶ δίφρῳ ἐόντας ,ἐχέμμονά τε χρομίον τε
2653,iliad,5,161,DSDSDA,ὡς δὲ λέων ἐν βουσὶ ,θορὼν ἐξ αὐχένα ἄξῃ
2654,iliad,5,162,DDDDDA,πόρτιος ἠὲ βοὸς ,ξύλοχον κάτα βοσκομενάων
2655,iliad,5,163,SDSSDA,ὣς τοὺς ἀμφοτέρους ,ἐξ ἵππων τυδέος υἱὸς
2656,iliad,5,164,DDDDDA,βῆσε κακῶς ἀέκοντας ,ἔπειτα δὲ τεύχε ἐσύλα
2657,iliad,5,165,SDDDDA,ἵππους δ οἷς ἑτάροισι ,δίδου μετὰ νῆας ἐλαύνειν
2658,iliad,5,166,DSDSDA,τὸν δ ἴδεν αἰνείας ,ἀλαπάζοντα στίχας ἀνδρῶν
2659,iliad,5,167,DDDDSA,βῆ δ ἴμεν ἄν τε μάχην ,καὶ ἀνὰ κλόνον ἐγχειάων
2660,iliad,5,168,DDSDDA,πάνδαρον ἀντίθεον ,διζήμενος εἴ που ἐφεύροι
2661,iliad,5,169,DDDDDA,εὗρε λυκάονος υἱὸν ,ἀμύμονά τε κρατερόν τε
2662,iliad,5,170,SSDDDA,στῆ δὲ πρόσθ αὐτοῖο ,ἔπος τέ μιν ἀντίον ηὔδα
2663,iliad,5,171,DSDDDA,πάνδαρε ποῦ τοι τόξον ,ἰδὲ πτερόεντες ὀϊστοὶ
2664,iliad,5,172,DSDDDA,καὶ κλέος ᾧ οὔ τίς ,τοι ἐρίζεται ἐνθάδε γ ἀνήρ
2665,iliad,5,173,DDDDDA,οὐδέ τις ἐν λυκίῃ ,σέο γ εὔχεται εἶναι ἀμείνων
2666,iliad,5,174,DDDDDA,ἀλλ ἄγε τῷδ ἔφες ἀνδρὶ ,βέλος διὶ χεῖρας ἀνασχὼν
2667,iliad,5,175,DDSDDA,ὅς τις ὅδε κρατέει ,καὶ δὴ κακὰ πολλὰ ἔοργε
2668,iliad,5,176,DSDSDA,τρῶας ἐπεὶ πολλῶν ,τε καὶ ἐσθλῶν γούνατ ἔλυσεν
2669,iliad,5,177,SDDDSA,εἰ μή τις θεός ἐστι ,κοτεσσάμενος τρώεσσιν
2670,iliad,5,178,SSDDDA,ἱρῶν μηνίσας ,χαλεπὴ δὲ θεοῦ ἔπι μῆνις
2671,iliad,5,179,SDDDDA,τὸν δ αὖτε προσέειπε ,λυκάονος ἀγλαὸς υἱός
2672,iliad,5,180,SSSDDA,‘αἰνεία τρώων ,βουληφόρε χαλκοχιτώνων
2673,iliad,5,181,DDDDDA,τυδεΐδῃ μιν ἔγωγε ,δαΐφρονι πάντα ἐΐσκω
2674,iliad,5,182,DSSDDA,ἀσπίδι γιγνώσκων ,αὐλώπιδί τε τρυφαλείῃ
2675,iliad,5,183,SDDSDA,ἵππους τ εἰσορόων ,σάφα δ οὐκ οἶδ εἰ θεός ἐστιν
